DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1693900365	361587047	36316	256	""	2023-09-05	09:52:45	21453.291	5945.5977	3511.3198	88.8069	55.0003	88.4241	39.9229	0	11.0371	54.4998	-11796.8	0.196193	16.0968	252
DATA	1693900366	361587047	36320	256	""	2023-09-05	09:52:46	21453.291	5945.5977	3511.3198	88.8081	55.0003	88.4249	39.9229	0	11.037	54.4998	-11844.8	0.196193	16.0968	196
DATA	1693900367	361587047	36324	256	""	2023-09-05	09:52:47	21453.291	5945.5977	3511.3198	88.8085	55.0003	88.4257	39.9229	0	11.0361	54.4998	-11817.5	0.196193	16.0968	250
DATA	1693900368	361587047	36328	256	""	2023-09-05	09:52:48	21453.291	5945.5977	3511.3198	88.8106	55.0003	88.4274	39.9229	0	11.0357	54.4998	-11834.8	0.196193	16.096	200
DATA	1693900369	361243963	36332	256	""	2023-09-05	09:52:49	21453.291	5945.5977	3511.3198	88.8118	55.0003	88.4286	39.9229	0	11.0364	54.4998	-11795	0.196193	16.096	101
DATA	1693900370	361243963	36336	256	""	2023-09-05	09:52:50	21453.291	5945.5977	3511.3198	88.8122	55.0003	88.4294	39.9229	0	11.0367	54.4998	-11759.2	0.196193	16.096	182
DATA	1693900371	361243963	36340	256	""	2023-09-05	09:52:51	21453.291	5945.5977	3511.3198	88.813	55.0003	88.4302	39.9229	0	11.0371	54.4998	-11756	0.196193	16.096	 16
DATA	1693900372	361243963	36344	256	""	2023-09-05	09:52:52	21453.291	5945.5977	3511.3198	88.8138	55.0003	88.4315	39.9229	0	11.0367	54.4998	-11722.2	0.196193	16.096	176
DATA	1693900373	361243963	36348	256	""	2023-09-05	09:52:53	21453.291	5945.5977	3511.3198	88.8159	55.0003	88.4315	39.9229	0	11.036	54.4998	-11884.8	0.196193	16.096	145
DATA	1693900374	361243963	36352	256	""	2023-09-05	09:52:54	21453.291	5945.5977	3511.3198	88.8155	55.0003	88.4335	39.9229	0	11.0362	54.4998	-11832	0.196193	16.096	 81
DATA	1693900375	361243963	36356	256	""	2023-09-05	09:52:55	21453.291	5945.5977	3511.3198	88.8167	55.0003	88.4343	39.9229	0	11.0352	54.4998	-11876.5	0.196193	16.096	195
DATA	1693900376	361243963	36360	256	""	2023-09-05	09:52:56	21453.291	5945.5977	3511.3198	88.8179	55.0003	88.4343	39.9229	0	11.0361	54.4998	-11650.5	0.196193	16.096	185
DATA	1693900377	360902070	36364	256	""	2023-09-05	09:52:57	21453.291	5945.5977	3511.3198	88.8175	55.0003	88.4356	39.9229	0	11.0365	54.4998	-11747.2	0.196193	16.096	189
DATA	1693900378	360902070	36368	256	""	2023-09-05	09:52:58	21453.291	5945.5977	3511.3198	88.8196	55.0003	88.4372	39.9229	0	11.0377	54.4998	-11873.5	0.196193	16.096	202
DATA	1693900379	360902070	36372	256	""	2023-09-05	09:52:59	21453.291	5945.5977	3511.3198	88.8204	55.0003	88.4384	39.9229	0	11.0359	54.4998	-11845.2	0.196193	16.0964	240
DATA	1693900380	360902070	36376	256	""	2023-09-05	09:53:00	21453.291	5945.5977	3511.3198	88.8224	55.0003	88.438	39.9229	0	11.0367	54.4998	-11737.8	0.196193	16.0996	183
DATA	1693900381	360902070	36380	256	""	2023-09-05	09:53:01	21453.291	5945.5977	3511.3198	88.822	55.0003	88.4401	39.9229	0	11.036	54.4998	-11885.8	0.196193	16.1035	104
DATA	1693900382	360902070	36384	256	""	2023-09-05	09:53:02	21453.291	5945.5977	3511.3198	88.8241	55.0003	88.4401	39.9229	0	11.0349	54.4998	-11700	0.196193	16.1035	100
DATA	1693900383	360902070	36388	256	""	2023-09-05	09:53:03	21453.291	5945.5977	3511.3198	88.8253	55.0003	88.4413	39.9229	0	11.0358	54.4998	-11769.2	0.196193	16.1031	219
DATA	1693900384	360553979	36392	256	""	2023-09-05	09:53:04	21453.291	5945.5977	3511.3198	88.8253	55.0003	88.4429	39.9229	0	11.036	54.4998	-11813	0.196193	16.1039	 90
DATA	1693900385	360553979	36396	256	""	2023-09-05	09:53:05	21453.291	5945.5977	3511.3198	88.8269	55.0003	88.4434	39.9229	0	11.0359	54.4998	-11912.5	0.196193	16.1047	253
DATA	1693900386	360553979	36400	256	""	2023-09-05	09:53:06	21453.291	5945.5977	3511.3198	88.8274	55.0003	88.4458	39.9229	0	11.0358	54.4998	-11865.2	0.196193	16.1043	242
DATA	1693900387	360553979	36404	256	""	2023-09-05	09:53:07	21453.291	5945.5977	3511.3198	88.829	55.0003	88.4454	39.9229	0	11.0371	54.4998	-11828.2	0.196193	16.1047	192
DATA	1693900388	360553979	36408	256	""	2023-09-05	09:53:08	21453.291	5945.5977	3511.3198	88.8302	55.0003	88.4466	39.9229	0	11.0359	54.4998	-11836.2	0.196193	16.1051	243
DATA	1693900389	360553979	36412	256	""	2023-09-05	09:53:09	21453.291	5945.5977	3511.3198	88.8306	55.0003	88.4475	39.9229	0	11.0363	54.4998	-11852.5	0.196193	16.1051	240
DATA	1693900390	360553979	36416	256	""	2023-09-05	09:53:10	21453.291	5945.5977	3511.3198	88.831	55.0003	88.4491	39.9229	0	11.037	54.4998	-11838.2	0.196193	16.1051	124
DATA	1693900391	360553979	36420	256	""	2023-09-05	09:53:11	21453.291	5945.5977	3511.3198	88.8323	55.0003	88.4487	39.9229	0	11.0359	54.4998	-11637.2	0.196193	16.1051	230
DATA	1693900392	360213994	36424	256	""	2023-09-05	09:53:12	21453.291	5945.5977	3511.3198	88.8335	55.0003	88.4515	39.9229	0	11.0361	54.4998	-11789.2	0.196193	16.1051	222
DATA	1693900393	360213994	36428	256	""	2023-09-05	09:53:13	21453.291	5945.5977	3511.3198	88.8347	55.0003	88.4515	39.9229	0	11.0365	54.4998	-11837.2	0.196193	16.1055	233
DATA	1693900394	360213994	36432	256	""	2023-09-05	09:53:14	21453.291	5945.5977	3511.3198	88.8355	55.0003	88.4524	39.9229	0	11.0361	54.4998	-11821.5	0.196193	16.1055	221
DATA	1693900395	360213994	36436	256	""	2023-09-05	09:53:15	21453.291	5945.5977	3511.3198	88.8368	55.0003	88.4536	39.9229	0	11.036	54.4998	-11816	0.196193	16.1055	 90
DATA	1693900396	360213994	36440	256	""	2023-09-05	09:53:16	21453.291	5945.5977	3511.3198	88.838	55.0003	88.454	39.9229	0	11.0356	54.4998	-11826.8	0.196193	16.1055	136
DATA	1693900397	360213994	36444	256	""	2023-09-05	09:53:17	21453.291	5945.5977	3511.3198	88.8384	55.0003	88.4561	39.9229	0	11.036	54.4998	-11664	0.196193	16.1055	 90
DATA	1693900398	360213994	36448	256	""	2023-09-05	09:53:18	21453.291	5945.5977	3511.3198	88.8405	55.0003	88.4573	39.9229	0	11.0358	54.4998	-11865.5	0.196193	16.1055	250
DATA	1693900399	359874963	36452	256	""	2023-09-05	09:53:19	21453.291	5945.5977	3511.3198	88.8396	55.0003	88.4577	39.9229	0	11.0353	54.4998	-11742.2	0.196193	16.1055	  7
DATA	1693900400	359874963	36456	256	""	2023-09-05	09:53:20	21453.291	5945.5977	3511.3198	88.8421	55.0003	88.4585	39.9229	0	11.0356	54.4998	-11740	0.196193	16.1051	131
DATA	1693900401	359874963	36460	256	""	2023-09-05	09:53:21	21453.291	5945.5977	3511.3198	88.8433	55.0003	88.4597	39.9229	0	11.0358	54.4998	-11783.2	0.196193	16.1051	239
DATA	1693900402	359874963	36464	256	""	2023-09-05	09:53:22	21453.291	5945.5977	3511.3198	88.8437	55.0003	88.461	39.9229	0	11.0355	54.4998	-11676.8	0.196193	16.1051	191
DATA	1693900403	359874963	36468	256	""	2023-09-05	09:53:23	21453.291	5945.5977	3511.3198	88.8437	55.0003	88.4622	39.9229	0	11.0357	54.4998	-11808.8	0.196193	16.1051	247
DATA	1693900404	359874963	36472	256	""	2023-09-05	09:53:24	21453.291	5945.5977	3511.3198	88.845	55.0003	88.4643	39.9229	0	11.0356	54.4998	-11752	0.196193	16.1051	 89
DATA	1693900405	359874963	36476	256	""	2023-09-05	09:53:25	21453.291	5945.5977	3511.3198	88.8466	55.0003	88.4634	39.9229	0	11.037	54.4998	-11767.2	0.196193	16.1051	200
DATA	1693900406	359874963	36480	256	""	2023-09-05	09:53:26	21453.291	5945.5977	3511.3198	88.8483	55.0003	88.4651	39.9229	0	11.0352	54.4998	-11803	0.196193	16.1047	143
DATA	1693900407	359534025	36484	256	""	2023-09-05	09:53:27	21453.291	5945.5977	3511.3198	88.8487	55.0003	88.4667	39.9229	0	11.0363	54.4998	-11690.2	0.196193	16.1051	239
DATA	1693900408	359534025	36488	256	""	2023-09-05	09:53:28	21453.291	5945.5977	3511.3198	88.8495	55.0003	88.4663	39.9229	0	11.0356	54.4998	-11738.5	0.196193	16.1047	253
DATA	1693900409	359534025	36492	256	""	2023-09-05	09:53:29	21453.291	5945.5977	3511.3198	88.8495	55.0003	88.4688	39.9229	0	11.0353	54.4998	-11841.5	0.196193	16.1047	249
DATA	1693900410	359534025	36496	256	""	2023-09-05	09:53:30	21453.291	5945.5977	3511.3198	88.8515	55.0003	88.4688	39.9229	0	11.0364	54.4998	-11788.5	0.196193	16.1055	241
DATA	1693900411	359534025	36500	256	""	2023-09-05	09:53:31	21453.291	5945.5977	3511.3198	88.8528	55.0003	88.4704	39.9229	0	11.0365	54.4998	-11858	0.196193	16.1051	118
DATA	1693900412	359534025	36504	256	""	2023-09-05	09:53:32	21453.291	5945.5977	3511.3198	88.8544	55.0003	88.4716	39.9229	0	11.0352	54.4998	-11783	0.196193	16.1055	122
DATA	1693900413	359534025	36508	256	""	2023-09-05	09:53:33	21453.291	5945.5977	3511.3198	88.8556	55.0003	88.4724	39.9229	0	11.0361	54.4998	-11721.5	0.196193	16.1051	217
DATA	1693900414	359189987	36512	256	""	2023-09-05	09:53:34	21453.291	5945.5977	3511.3198	88.856	55.0003	88.4741	39.9229	0	11.0355	54.4998	-11776.5	0.196193	16.1051	196
DATA	1693900415	359189987	36516	256	""	2023-09-05	09:53:35	21453.291	5945.5977	3511.3198	88.8577	55.0003	88.4745	39.9229	0	11.0362	54.4998	-11812	0.196193	16.1051	152
DATA	1693900416	359189987	36520	256	""	2023-09-05	09:53:36	21453.291	5945.5977	3511.3198	88.8585	55.0003	88.4753	39.9229	0	11.0355	54.4998	-11599.8	0.196193	16.1047	 12
DATA	1693900417	359189987	36524	256	""	2023-09-05	09:53:37	21453.291	5945.5977	3511.3198	88.8589	55.0003	88.4765	39.9229	0	11.0357	54.4998	-11862.8	0.196193	16.1043	 16
DATA	1693900418	359189987	36528	256	""	2023-09-05	09:53:38	21453.291	5945.5977	3511.3198	88.8597	55.0003	88.4786	39.9229	0	11.035	54.4998	-11757.5	0.196193	16.1043	225
DATA	1693900419	359189987	36532	256	""	2023-09-05	09:53:39	21453.291	5945.5977	3511.3198	88.8605	55.0003	88.4794	39.9229	0	11.0353	54.4998	-11862.8	0.196193	16.1043	  6
DATA	1693900420	359189987	36536	256	""	2023-09-05	09:53:40	21453.291	5945.5977	3511.3198	88.8618	55.0005	88.4794	39.9229	0	11.0355	54.4998	-11818.2	0.196193	16.1039	  2
DATA	1693900421	359189987	36540	256	""	2023-09-05	09:53:41	21453.291	5945.5977	3511.3198	88.8626	55.0005	88.4802	39.9229	0	11.0349	54.4998	-11738	0.196193	16.1039	152
DATA	1693900422	358849048	36544	256	""	2023-09-05	09:53:42	21453.291	5945.5977	3511.3198	88.8634	55.0003	88.4823	39.9229	0	11.0355	54.4998	-11621.8	0.196193	16.1039	238
DATA	1693900423	358849048	36548	256	""	2023-09-05	09:53:43	21453.291	5945.5977	3511.3198	88.8642	55.0006	88.4827	39.9229	0	11.0358	54.4998	-11651.2	0.196193	16.1039	250
DATA	1693900424	358849048	36552	256	""	2023-09-05	09:53:44	21453.291	5945.5977	3511.3198	88.8663	55.0003	88.4843	39.9229	0	11.0359	54.4998	-11843.8	0.196193	16.1039	255
DATA	1693900425	358849048	36556	256	""	2023-09-05	09:53:45	21453.291	5945.5977	3511.3198	88.8667	55.0003	88.4847	39.9229	0	11.0366	54.4998	-11808	0.196193	16.1039	166
DATA	1693900426	358849048	36560	256	""	2023-09-05	09:53:46	21453.291	5945.5977	3511.3198	88.8671	55.0003	88.4864	39.9229	0	11.036	54.4998	-11818.2	0.196193	16.1039	200
DATA	1693900427	358849048	36564	256	""	2023-09-05	09:53:47	21453.291	5945.5977	3511.3198	88.8687	55.0003	88.4868	39.9229	0	11.0351	54.4998	-11659	0.196193	16.1047	171
DATA	1693900428	358849048	36568	256	""	2023-09-05	09:53:48	21453.291	5945.5977	3511.3198	88.8687	55.0003	88.4876	39.9229	0	11.0349	54.4998	-11853.8	0.196193	16.1039	 26
DATA	1693900429	358508110	36572	256	""	2023-09-05	09:53:49	21453.291	5945.5977	3511.3198	88.8704	55.0005	88.4884	39.9229	0	11.0356	54.4998	-11830.8	0.196193	16.1051	239
DATA	1693900430	358508110	36576	256	""	2023-09-05	09:53:50	21453.291	5945.5977	3511.3198	88.872	55.0003	88.4905	39.9229	0	11.0357	54.4998	-11782.5	0.196193	16.1043	174
DATA	1693900431	358508110	36580	256	""	2023-09-05	09:53:51	21453.291	5945.5977	3511.3198	88.8724	55.0003	88.4909	39.9229	0	11.0362	54.4998	-11799.5	0.196193	16.1051	230
DATA	1693900432	358508110	36584	256	""	2023-09-05	09:53:52	21453.291	5945.5977	3511.3198	88.8724	55.0005	88.4917	39.9229	0	11.0359	54.4998	-11822.2	0.196193	16.1039	233
DATA	1693900433	358508110	36588	256	""	2023-09-05	09:53:53	21453.291	5945.5977	3511.3198	88.8737	55.0008	88.4938	39.9229	0	11.035	54.4998	-11882.2	0.196193	16.1043	193
DATA	1693900434	358508110	36592	256	""	2023-09-05	09:53:54	21453.291	5945.5977	3511.3198	88.8769	55.001	88.4938	39.9229	0	11.0359	54.4998	-11782	0.196193	16.1039	105
DATA	1693900435	358508110	36596	256	""	2023-09-05	09:53:55	21453.291	5945.5977	3511.3198	88.8765	55.0005	88.495	39.9229	0	11.0348	54.4998	-11716.5	0.196193	16.1035	195
DATA	1693900436	358508110	36600	256	""	2023-09-05	09:53:56	21453.291	5945.5977	3511.3198	88.8778	55.0003	88.4958	39.9229	0	11.0359	54.4998	-11602.8	0.196193	16.1035	240
DATA	1693900437	358165025	36604	256	""	2023-09-05	09:53:57	21453.291	5945.5977	3511.3198	88.8782	55.0003	88.497	39.9229	0	11.0351	54.4998	-11814.5	0.196193	16.1035	185
DATA	1693900438	358165025	36608	256	""	2023-09-05	09:53:58	21453.291	5945.5977	3511.3198	88.8798	55.0005	88.4983	39.9229	0	11.0352	54.4998	-11500.2	0.196193	16.1035	242
DATA	1693900439	358165025	36612	256	""	2023-09-05	09:53:59	21453.291	5945.5977	3511.3198	88.8802	55.0003	88.4987	39.9229	0	11.0349	54.4998	-11790	0.196193	16.1035	148
DATA	1693900440	358165025	36616	256	""	2023-09-05	09:54:00	21453.291	5945.5977	3511.3198	88.881	55.0003	88.4999	39.9229	0	11.0344	54.4998	-11745.2	0.196193	16.1035	176
DATA	1693900441	358165025	36620	256	""	2023-09-05	09:54:01	21453.291	5945.5977	3511.3198	88.8831	55.0006	88.5015	39.9229	0	11.0347	54.4998	-11740.2	0.196193	16.1035	205
DATA	1693900442	358165025	36624	256	""	2023-09-05	09:54:02	21453.291	5945.5977	3511.3198	88.8831	55.0003	88.502	39.9229	0	11.0358	54.4998	-11789.8	0.196193	16.1039	181
DATA	1693900443	358165025	36628	256	""	2023-09-05	09:54:03	21453.291	5945.5977	3511.3198	88.8839	55.0003	88.5028	39.9229	0	11.0351	54.4998	-11679	0.196193	16.1035	136
DATA	1693900444	357825040	36632	256	""	2023-09-05	09:54:04	21453.291	5945.5977	3511.3198	88.8847	55.0003	88.5044	39.9229	0	11.0348	54.4998	-11664	0.196193	16.1039	133
DATA	1693900445	357825040	36636	256	""	2023-09-05	09:54:05	21453.291	5945.5977	3511.3198	88.8864	55.0003	88.5048	39.9229	0	11.0353	54.4998	-11740	0.196193	16.1039	133
DATA	1693900446	357825040	36640	256	""	2023-09-05	09:54:06	21453.291	5945.5977	3511.3198	88.8872	55.0005	88.5052	39.9229	0	11.0355	54.4996	-11770.2	0.196193	16.1039	225
DATA	1693900447	357825040	36644	256	""	2023-09-05	09:54:07	21453.291	5945.5977	3511.3198	88.8888	55.0003	88.5061	39.9229	0	11.0352	54.499	-11726.2	0.196193	16.1039	180
DATA	1693900448	357825040	36648	256	""	2023-09-05	09:54:08	21453.291	5945.5977	3511.3198	88.8888	55.0003	88.5077	39.9229	0	11.0352	54.4992	-11710	0.196193	16.1027	137
DATA	1693900449	357825040	36652	256	""	2023-09-05	09:54:09	21453.291	5945.5977	3511.3198	88.8901	55.0003	88.5085	39.9229	0	11.0361	54.499	-11703.5	0.196193	16.1023	166
DATA	1693900450	357825040	36656	256	""	2023-09-05	09:54:10	21453.291	5945.5977	3511.3198	88.8909	55.0003	88.5106	39.9229	0	11.0359	54.499	-11686.8	0.196193	16.1023	176
DATA	1693900451	357825040	36660	256	""	2023-09-05	09:54:11	21453.291	5945.5977	3511.3198	88.8917	55.0003	88.511	39.9229	0	11.0351	54.499	-11758.8	0.196193	16.1019	116
DATA	1693900452	357479095	36664	256	""	2023-09-05	09:54:12	21453.291	5945.5977	3511.3198	88.8925	55.0003	88.5118	39.9229	0	11.0347	54.499	-11765.2	0.196193	16.1019	189
DATA	1693900453	357479095	36668	256	""	2023-09-05	09:54:13	21453.291	5945.5977	3511.3198	88.8946	55.0003	88.5134	39.9229	0	11.0349	54.499	-11651.5	0.196193	16.1019	195
DATA	1693900454	357479095	36672	256	""	2023-09-05	09:54:14	21453.291	5945.5977	3511.3198	88.8946	55.0003	88.5143	39.9229	0	11.0353	54.499	-11700	0.196193	16.1019	 83
DATA	1693900455	357479095	36676	256	""	2023-09-05	09:54:15	21453.291	5945.5977	3511.3198	88.897	55.0003	88.5155	39.9229	0	11.0358	54.499	-11655	0.196193	16.1019	 55
DATA	1693900456	357479095	36680	256	""	2023-09-05	09:54:16	21453.291	5945.5977	3511.3198	88.8983	55.0003	88.5159	39.9229	0	11.0356	54.4994	-11850.5	0.196193	16.1015	250
DATA	1693900457	357479095	36684	256	""	2023-09-05	09:54:17	21453.291	5945.5977	3511.3198	88.8995	55.0003	88.5171	39.9229	0	11.0347	54.4996	-11670.8	0.196193	16.1023	  1
DATA	1693900458	357479095	36688	256	""	2023-09-05	09:54:18	21453.291	5945.5977	3511.3198	88.8999	55.0003	88.5175	39.9229	0	11.0347	54.4994	-11783	0.196193	16.1023	172
DATA	1693900459	357139110	36692	256	""	2023-09-05	09:54:19	21453.291	5945.5977	3511.3198	88.9015	55.0003	88.5192	39.9229	0	11.0357	54.4994	-11760.8	0.196193	16.1023	227
DATA	1693900460	357139110	36696	256	""	2023-09-05	09:54:20	21453.291	5945.5977	3511.3198	88.9019	55.0003	88.5196	39.9229	0	11.0349	54.4992	-11700.8	0.196193	16.1011	213
DATA	1693900461	357139110	36700	256	""	2023-09-05	09:54:21	21453.291	5945.5977	3511.3198	88.9036	55.0003	88.5208	39.9229	0	11.0352	54.4992	-11625.5	0.196193	16.1015	195
DATA	1693900462	357139110	36704	256	""	2023-09-05	09:54:22	21453.291	5945.5977	3511.3198	88.9044	55.0003	88.5224	39.9229	0	11.0352	54.499	-11646.5	0.196193	16.1015	151
DATA	1693900463	357139110	36708	256	""	2023-09-05	09:54:23	21453.291	5945.5977	3511.3198	88.9048	55.0003	88.5229	39.9229	0	11.0356	54.499	-11761	0.196193	16.1019	 73
DATA	1693900464	357139110	36712	256	""	2023-09-05	09:54:24	21453.291	5945.5977	3511.3198	88.9064	55.0003	88.5241	39.9229	0	10.9869	54.4994	-11511.2	0.196193	16.1015	216
DATA	1693900465	357139110	36716	256	""	2023-09-05	09:54:25	21453.291	5945.5977	3511.3198	88.9064	55.0003	88.5261	39.9229	0	11.0356	54.4996	-11524.8	0.196193	16.1011	215
DATA	1693900466	357139110	36720	256	""	2023-09-05	09:54:26	21453.291	5945.5977	3511.3198	88.9081	55.0003	88.5261	39.9229	0	11.0368	54.4998	-11497	0.196193	16.1015	127
DATA	1693900467	356796026	36724	256	""	2023-09-05	09:54:27	21453.291	5945.5977	3511.3198	88.9097	55.0003	88.5282	39.9229	0	11.0357	54.4998	-11668.8	0.196193	16.1023	  0
DATA	1693900468	356796026	36728	256	""	2023-09-05	09:54:28	21453.291	5945.5977	3511.3198	88.9101	55.0003	88.5278	39.9229	0	11.0354	54.4998	-11514.2	0.196193	16.1019	239
DATA	1693900469	356796026	36732	256	""	2023-09-05	09:54:29	21453.291	5945.5977	3511.3198	88.9118	55.0003	88.5294	39.9229	0	11.0351	54.4998	-11661.8	0.196193	16.1015	244
DATA	1693900470	356796026	36736	256	""	2023-09-05	09:54:30	21453.291	5945.5977	3511.3198	88.9126	55.0003	88.5306	39.9229	0	11.0356	54.4998	-11841	0.196193	16.1019	132
DATA	1693900471	356796026	36740	256	""	2023-09-05	09:54:31	21453.291	5945.5977	3511.3198	88.9146	55.0003	88.5306	39.9229	0	11.0344	54.4998	-11487.8	0.196193	16.1015	232
DATA	1693900472	356796026	36744	256	""	2023-09-05	09:54:32	21453.291	5945.5977	3511.3198	88.9142	55.0003	88.5323	39.9229	0	11.0356	54.4998	-11657.5	0.196193	16.1015	232
DATA	1693900473	356796026	36748	256	""	2023-09-05	09:54:33	21453.291	5945.5977	3511.3198	88.9155	55.0003	88.5339	39.9229	0	11.0309	54.4998	-11683	0.196193	16.1007	148
DATA	1693900474	356456041	36752	256	""	2023-09-05	09:54:34	21453.291	5945.5977	3511.3198	88.9175	55.0003	88.5343	39.9229	0	11.0357	54.4998	-11629.8	0.196193	16.1011	232
DATA	1693900475	356456041	36756	256	""	2023-09-05	09:54:35	21453.291	5945.5977	3511.3198	88.9187	55.0003	88.5356	39.9229	0	11.0307	54.4994	-11412.5	0.196193	16.1019	231
DATA	1693900476	356456041	36760	256	""	2023-09-05	09:54:36	21453.291	5945.5977	3511.3198	88.9192	54.9999	88.5364	39.9229	0	11.0359	54.4992	-11616	0.196193	16.1011	159
DATA	1693900477	356456041	36764	256	""	2023-09-05	09:54:37	21453.291	5945.5977	3511.3198	88.92	54.9995	88.5376	39.9229	0	11.0364	54.499	-11578.2	0.196193	16.1	217
DATA	1693900478	356456041	36768	256	""	2023-09-05	09:54:38	21453.291	5945.5977	3511.3198	88.9212	54.9995	88.5384	39.9229	0	11.0359	54.499	-11628.5	0.196193	16.1004	216
DATA	1693900479	356456041	36772	256	""	2023-09-05	09:54:39	21453.291	5945.5977	3511.3198	88.922	54.9995	88.5397	39.9229	0	11.0331	54.499	-11656.5	0.196193	16.1004	159
DATA	1693900480	356456041	36776	256	""	2023-09-05	09:54:40	21453.291	5945.5977	3511.3198	88.9228	54.9997	88.5413	39.9229	0	11.0279	54.499	-11617.2	0.196193	16.1004	199
DATA	1693900481	356456041	36780	256	""	2023-09-05	09:54:41	21453.291	5945.5977	3511.3198	88.9245	54.9999	88.5429	39.9229	0	11.0354	54.499	-11765.8	0.196193	16.1004	208
DATA	1693900482	356112957	36784	256	""	2023-09-05	09:54:42	21453.291	5945.5977	3511.3198	88.9261	54.9999	88.5438	39.9229	0	11.0329	54.499	-11656	0.196193	16.1	224
DATA	1693900483	356112957	36788	256	""	2023-09-05	09:54:43	21453.291	5945.5977	3511.3198	88.9265	54.9995	88.5446	39.9229	0	11.0378	54.499	-11647.2	0.196193	16.1	 73
DATA	1693900484	356112957	36792	256	""	2023-09-05	09:54:44	21453.291	5945.5977	3511.3198	88.9278	54.9997	88.5458	39.9229	0	11.0357	54.499	-11741	0.196193	16.0992	138
DATA	1693900485	356112957	36796	256	""	2023-09-05	09:54:45	21453.291	5945.5977	3511.3198	88.9294	54.9999	88.5462	39.9229	0	11.0363	54.499	-11549.8	0.196193	16.0992	244
DATA	1693900486	356112957	36800	256	""	2023-09-05	09:54:46	21453.291	5945.5977	3511.3198	88.9302	55.0003	88.5474	39.9229	0	11.021	54.499	-11745	0.196193	16.0988	 37
DATA	1693900487	356112957	36804	256	""	2023-09-05	09:54:47	21453.291	5945.5977	3511.3198	88.931	55.0003	88.5495	39.9229	0	11.0319	54.4992	-11500.2	0.196193	16.0992	185
DATA	1693900488	356112957	36808	256	""	2023-09-05	09:54:48	21453.291	5945.5977	3511.3198	88.9327	55.0003	88.5499	39.9229	0	11.03	54.4996	-11471.5	0.196193	16.0996	163
DATA	1693900489	355768918	36812	256	""	2023-09-05	09:54:49	21453.291	5945.5977	3511.3198	88.9335	55.0003	88.5507	39.9229	0	11.0188	54.4996	-11778.2	0.196193	16.1	112
DATA	1693900490	355768918	36816	256	""	2023-09-05	09:54:50	21453.291	5945.5977	3511.3198	88.9339	55.0003	88.552	39.9229	0	11.0339	54.4998	-11699	0.196193	16.1004	105
DATA	1693900491	355768918	36820	256	""	2023-09-05	09:54:51	21453.291	5945.5977	3511.3198	88.936	55.0003	88.5532	39.9229	0	11.034	54.4998	-11609	0.196193	16.1004	 34
DATA	1693900492	355768918	36824	256	""	2023-09-05	09:54:52	21453.291	5945.5977	3511.3198	88.9368	55.0003	88.5544	39.9229	0	11.0307	54.4998	-11531	0.196193	16.1	252
DATA	1693900493	355768918	36828	256	""	2023-09-05	09:54:53	21453.291	5945.5977	3511.3198	88.9376	55.0003	88.5561	39.9229	0	11.0165	54.4998	-11271.8	0.196193	16.1	105
DATA	1693900494	355768918	36832	256	""	2023-09-05	09:54:54	21453.291	5945.5977	3511.3198	88.9388	55.0003	88.5577	39.9229	0	-1453.75	54.4998	-11709.2	0.196193	16.1	168
DATA	1693900495	355768918	36836	256	""	2023-09-05	09:54:55	21453.291	5945.5977	3511.3198	88.9405	55.0003	88.5569	39.9229	0	-491.104	54.499	-11671.2	0.196193	16.0992	  8
DATA	1693900496	355768918	36840	256	""	2023-09-05	09:54:56	21453.291	5945.5977	3511.3198	88.9409	55.0003	88.5577	39.9229	0	-1436.75	54.499	-11761.2	0.196193	16.0992	 15
DATA	1693900497	355428934	36844	256	""	2023-09-05	09:54:57	21453.291	5945.5977	3511.3198	88.9425	55.0003	88.5593	39.9229	0	11.0152	54.499	-11725.5	0.196193	16.0992	206
DATA	1693900498	355428934	36848	256	""	2023-09-05	09:54:58	21453.291	5945.5977	3511.3198	88.9437	55.0001	88.5602	39.9229	0	-719.335	54.499	-11724.5	0.196193	16.0992	 10
DATA	1693900499	355428934	36852	256	""	2023-09-05	09:54:59	21453.291	5945.5977	3511.3198	88.9442	54.9997	88.5618	39.9229	0	-1164.31	54.499	-11681	0.196193	16.0988	194
DATA	1693900500	355428934	36856	256	""	2023-09-05	09:55:00	21453.291	5945.5977	3511.3198	88.9454	54.9997	88.5626	39.9229	0	11.016	54.4992	-11604.2	0.196193	16.0984	207
DATA	1693900501	355428934	36860	256	""	2023-09-05	09:55:01	21453.291	5945.5977	3511.3198	88.9466	54.9995	88.5634	39.9229	0	11.0273	54.4994	-11407.8	0.196193	16.0984	 10
DATA	1693900502	355428934	36864	256	""	2023-09-05	09:55:02	21453.291	5945.5977	3511.3198	88.9478	54.9995	88.5655	39.9229	0	-3544.63	54.4996	-11468	0.196193	16.0996	244
