DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1693893600	169869899	9254	0	""	2023-09-05	08:00:00	15361.57	446.97479	2136.5659	39.6786	54.9987	35.1845	39.9717	0.00253063	11.1279	54.5005	-125.5	0.245377	23.9918	161
DATA	1693893601	169869899	9258	0	""	2023-09-05	08:00:01	15361.667	447.20023	2136.5535	39.6773	54.9987	35.1828	39.9717	0.00252856	11.1284	54.5005	-36.75	0.245377	23.9918	197
DATA	1693893602	169869899	9262	0	""	2023-09-05	08:00:02	15357.388	447.2193	2136.4675	39.6773	54.9993	35.1804	39.9719	0.00252333	11.1283	54.5009	-163.5	0.245377	23.9918	143
DATA	1693893603	169869899	9266	0	""	2023-09-05	08:00:03	15355.502	447.00308	2136.5786	39.6765	54.9995	35.1759	39.9721	0.00252754	11.1281	54.5013	-99	0.245377	23.9918	 49
DATA	1693893604	169869899	9270	0	""	2023-09-05	08:00:04	15351.22	447.0314	2136.4785	39.6761	54.9995	35.1714	39.9719	0.00253274	11.1283	54.5013	-158.5	0.245377	23.9934	 73
DATA	1693893605	169524908	9274	0	""	2023-09-05	08:00:05	15345.064	446.34433	2136.6555	39.6753	54.9995	35.1673	39.9717	0.00252964	11.1284	54.5013	-66.5	0.245377	23.9934	127
DATA	1693893606	169524908	9278	0	""	2023-09-05	08:00:06	15344.035	446.28302	2136.6846	39.6749	55.0001	35.1652	39.9717	0.00253315	11.1279	54.5013	-185.25	0.245377	23.993	146
DATA	1693893607	169524908	9282	0	""	2023-09-05	08:00:07	15352.344	446.44589	2136.6365	39.6724	55.0003	35.1591	39.9708	0.00254143	11.1282	54.5013	-118.5	0.243457	23.9934	142
DATA	1693893608	169524908	9286	0	""	2023-09-05	08:00:08	15358.803	446.36713	2136.46	39.6728	55.0003	35.1562	39.969	0.00254565	11.1282	54.5013	-111.5	0.242304	23.9934	239
DATA	1693893609	169524908	9290	0	""	2023-09-05	08:00:09	15360.467	446.22092	2136.3098	39.6728	55.0003	35.1525	39.969	0.00254574	11.1283	54.5013	-146.75	0.242304	23.993	 91
DATA	1693893610	169524908	9294	0	""	2023-09-05	08:00:10	15359.112	445.87628	2136.3064	39.6712	55.0008	35.1484	39.969	0.00254835	11.1284	54.5013	-116.5	0.242304	23.9938	 83
DATA	1693893611	169524908	9298	0	""	2023-09-05	08:00:11	15347.523	446.35602	2136.4155	39.6704	55.001	35.1423	39.969	0.00254738	11.1285	54.5013	-137.5	0.242304	23.9938	 25
DATA	1693893612	169181108	9302	0	""	2023-09-05	08:00:12	15335.139	446.01654	2136.4578	39.6708	55.001	35.1402	39.969	0.0025453	11.1286	54.5013	-115.25	0.242304	23.9934	255
DATA	1693893613	169181108	9306	0	""	2023-09-05	08:00:13	15330.997	445.83978	2136.5093	39.6695	55.001	35.1357	39.969	0.00255375	11.1286	54.5013	-86.5	0.242304	23.9938	  6
DATA	1693893614	169181108	9310	0	""	2023-09-05	08:00:14	15332.955	446.00531	2136.5225	39.6691	55.001	35.1333	39.969	0.00255079	11.1286	54.5011	-93	0.242304	23.9934	111
DATA	1693893615	169181108	9314	0	""	2023-09-05	08:00:15	15335.991	446.12491	2136.4658	39.6687	55.001	35.1292	39.969	0.00256024	11.129	54.5013	-117.25	0.242304	23.9942	 23
DATA	1693893616	169181108	9318	0	""	2023-09-05	08:00:16	15338.98	445.95959	2136.5181	39.6683	55.001	35.1255	39.969	0.00255806	11.1289	54.5007	-96	0.242304	23.9942	119
DATA	1693893617	169181108	9322	0	""	2023-09-05	08:00:17	15339.856	445.22699	2136.5027	39.6667	55.0014	35.1226	39.969	0.00256414	11.1287	54.5007	-48.5	0.242304	23.9922	 41
DATA	1693893618	169181108	9326	0	""	2023-09-05	08:00:18	15338.106	445.53497	2136.6633	39.6667	55.0018	35.1205	39.969	0.00256831	11.1285	54.5005	-104.5	0.242304	23.9926	 83
DATA	1693893619	169181108	9330	0	""	2023-09-05	08:00:19	15335.459	445.28784	2136.4612	39.6659	55.0018	35.1185	39.969	0.00257267	11.1284	54.5005	-142	0.242304	23.993	201
DATA	1693893620	168834924	9334	0	""	2023-09-05	08:00:20	15335.251	445.16016	2136.5186	39.6646	55.0018	35.1148	39.969	0.00257682	11.1285	54.5005	-106	0.242304	23.993	178
DATA	1693893621	168834924	9338	0	""	2023-09-05	08:00:21	15338.022	445.15793	2136.498	39.6646	55.0018	35.1119	39.969	0.00258108	11.1285	54.5007	-135.75	0.242304	23.9926	 94
DATA	1693893622	168834924	9342	0	""	2023-09-05	08:00:22	15339.208	445.44577	2136.6282	39.6638	55.0018	35.105	39.969	0.00258056	11.1284	54.5009	-120.5	0.242304	23.9938	 37
DATA	1693893623	168834924	9346	0	""	2023-09-05	08:00:23	15340.312	445.08276	2136.6521	39.6638	55.0018	35.1005	39.969	0.00257685	11.1283	54.5013	-52	0.242304	23.9942	180
DATA	1693893624	168834924	9350	0	""	2023-09-05	08:00:24	15339.5	444.61496	2136.5547	39.6634	55.002	35.0976	39.969	0.00258907	11.1285	54.5013	-100.75	0.242304	23.9938	255
DATA	1693893625	168834924	9354	0	""	2023-09-05	08:00:25	15338.329	444.94769	2136.6011	39.6622	55.0024	35.0943	39.969	0.00259547	11.1283	54.5013	-150.5	0.242112	23.9942	 89
DATA	1693893626	168834924	9358	0	""	2023-09-05	08:00:26	15339.073	444.76859	2136.7141	39.6622	55.0026	35.0894	39.9688	0.00260299	11.1285	54.5013	-121	0.241536	23.9934	 66
DATA	1693893627	168492078	9362	0	""	2023-09-05	08:00:27	15343.443	444.66412	2136.4209	39.6618	55.0026	35.0861	39.9686	0.0026043	11.1278	54.5013	-111.5	0.241536	23.9938	 85
DATA	1693893628	168492078	9366	0	""	2023-09-05	08:00:28	15349.929	444.51334	2136.5161	39.6597	55.0026	35.0812	39.9686	0.00261024	11.1284	54.5013	-116	0.241536	23.9946	 53
DATA	1693893629	168492078	9370	0	""	2023-09-05	08:00:29	15350.447	444.53708	2136.4744	39.6593	55.0026	35.0796	39.9688	0.00261138	11.1284	54.5013	-142	0.241536	23.9942	 60
DATA	1693893630	168492078	9374	0	""	2023-09-05	08:00:30	15345.462	444.1167	2136.5869	39.6589	55.0026	35.0751	39.9686	0.00261986	11.1285	54.5013	-134.25	0.241152	23.9942	152
DATA	1693893631	168492078	9378	0	""	2023-09-05	08:00:31	15342.537	444.59454	2136.4827	39.6597	55.0026	35.0714	39.9679	0.00260212	11.1286	54.5009	-104.75	0.240767	23.9942	211
DATA	1693893632	168492078	9382	0	""	2023-09-05	08:00:32	15345.118	444.75961	2136.7224	39.6593	55.0026	35.0693	39.9679	0.00259241	11.1281	54.5005	-54.75	0.240767	23.9934	161
DATA	1693893633	168492078	9386	0	""	2023-09-05	08:00:33	15346.292	444.76767	2136.509	39.6593	55.0026	35.0681	39.9679	0.00259091	11.1287	54.5005	-82.5	0.240767	23.993	 27
DATA	1693893634	168492078	9390	0	""	2023-09-05	08:00:34	15346.529	445.31415	2136.4521	39.6601	55.003	35.066	39.9679	0.0025864	11.1289	54.5005	-55.25	0.240767	23.993	200
DATA	1693893635	168147087	9394	0	""	2023-09-05	08:00:35	15343.108	445.08804	2136.6919	39.6589	55.0034	35.064	39.9679	0.00259114	11.1286	54.5005	-165.75	0.240767	23.9934	170
DATA	1693893636	168147087	9398	0	""	2023-09-05	08:00:36	15340.653	445.09097	2136.6794	39.6589	55.0034	35.0603	39.9681	0.00258399	11.1286	54.5013	-90.25	0.240575	23.9938	182
DATA	1693893637	168147087	9402	0	""	2023-09-05	08:00:37	15339.828	444.97314	2136.6235	39.6585	55.0034	35.0574	39.9663	0.00257704	11.1284	54.5013	-124.25	0.238654	23.9958	213
DATA	1693893638	168147087	9406	0	""	2023-09-05	08:00:38	15339.297	445.18066	2136.4856	39.6589	55.0034	35.0525	39.9652	0.00257657	11.1287	54.5013	-134.5	0.238462	23.9946	177
DATA	1693893639	168147087	9410	0	""	2023-09-05	08:00:39	15342.44	445.24036	2136.5752	39.6589	55.0034	35.048	39.9656	0.00257245	11.1283	54.5013	-106.25	0.238462	23.995	 41
DATA	1693893640	168147087	9414	0	""	2023-09-05	08:00:40	15344.589	445.75385	2136.4927	39.6581	55.0034	35.0435	39.9656	0.00256961	11.1282	54.5013	-8.5	0.238462	23.9946	 60
DATA	1693893641	168147087	9418	0	""	2023-09-05	08:00:41	15347.314	445.47293	2136.4338	39.6581	55.0034	35.0439	39.9656	0.00256502	11.1287	54.5013	-137	0.238462	23.9942	 44
DATA	1693893642	167800903	9422	0	""	2023-09-05	08:00:42	15349.873	445.186	2136.4185	39.6581	55.0034	35.0386	39.9656	0.00257182	11.1284	54.5013	-110.25	0.238462	23.9946	 86
DATA	1693893643	167800903	9426	0	""	2023-09-05	08:00:43	15352.678	445.54346	2136.448	39.6564	55.0034	35.0337	39.9656	0.00257339	11.128	54.5013	-112	0.238462	23.995	147
DATA	1693893644	167800903	9430	0	""	2023-09-05	08:00:44	15353.851	444.92392	2136.5308	39.6568	55.0034	35.0296	39.9656	0.00257501	11.1283	54.5013	-31.5	0.238462	23.9946	 86
DATA	1693893645	167800903	9434	0	""	2023-09-05	08:00:45	15352.458	445.56485	2136.3589	39.6564	55.0034	35.0283	39.9654	0.00257339	11.1285	54.5013	-130	0.238462	23.9954	 56
DATA	1693893646	167800903	9438	0	""	2023-09-05	08:00:46	15347.759	445.01596	2136.4382	39.6556	55.0034	35.0242	39.9654	0.00257928	11.1284	54.5011	-135.75	0.238462	23.9954	211
DATA	1693893647	167800903	9442	0	""	2023-09-05	08:00:47	15344.352	445.24573	2136.4421	39.6552	55.0034	35.0201	39.9656	0.0025696	11.1286	54.5013	-31	0.238462	23.9954	181
DATA	1693893648	167800903	9446	0	""	2023-09-05	08:00:48	15345.203	445.08398	2136.5261	39.6564	55.0034	35.0181	39.9656	0.00256859	11.1286	54.5011	-70	0.238462	23.995	207
DATA	1693893649	167800903	9450	0	""	2023-09-05	08:00:49	15346.797	445.20526	2136.5215	39.656	55.0034	35.0169	39.9656	0.0025735	11.1282	54.5011	-112.75	0.238462	23.9938	 95
DATA	1693893650	167455911	9454	0	""	2023-09-05	08:00:50	15351.958	444.79053	2136.2544	39.6548	55.0034	35.0148	39.9656	0.00257871	11.1286	54.5013	-95.75	0.238462	23.9942	163
DATA	1693893651	167455911	9458	0	""	2023-09-05	08:00:51	15362.242	445.38766	2136.2388	39.6548	55.0034	35.0091	39.9656	0.00258049	11.1281	54.5009	-78.5	0.238462	23.9938	116
DATA	1693893652	167455911	9462	0	""	2023-09-05	08:00:52	15371.424	444.80975	2136.2556	39.6544	55.0034	35.0058	39.9648	0.00259093	11.1287	54.5013	-161.5	0.237118	23.9954	147
DATA	1693893653	167455911	9466	0	""	2023-09-05	08:00:53	15375.694	445.28638	2136.2424	39.6536	55.0034	35.0009	39.964	0.00259069	11.1285	54.5013	-144.5	0.236926	23.9958	112
DATA	1693893654	167455911	9470	0	""	2023-09-05	08:00:54	15373.844	445.03781	2136.2654	39.6531	55.0034	34.9951	39.9638	0.00259143	11.1281	54.5013	-32.25	0.236926	23.9961	146
DATA	1693893655	167455911	9474	0	""	2023-09-05	08:00:55	15370.974	445.03696	2136.2695	39.6523	55.0034	34.9939	39.9638	0.00259441	11.1281	54.5013	-116.25	0.236926	23.9958	228
DATA	1693893656	167455911	9478	0	""	2023-09-05	08:00:56	15368.91	444.74911	2136.3611	39.6527	55.0034	34.9894	39.964	0.00259393	11.1285	54.5013	-114.75	0.236926	23.9954	127
DATA	1693893657	167120933	9482	0	""	2023-09-05	08:00:57	15366.87	444.75616	2136.5408	39.6523	55.0034	34.9857	39.964	0.00259545	11.1286	54.5013	-142.25	0.236926	23.9954	120
DATA	1693893658	167120933	9486	0	""	2023-09-05	08:00:58	15364.235	444.47458	2136.3933	39.6519	55.0034	34.9804	39.964	0.00260231	11.1286	54.5013	-40.5	0.236926	23.9946	 52
DATA	1693893659	167120933	9490	0	""	2023-09-05	08:00:59	15361.377	444.42917	2136.3862	39.6519	55.0034	34.9796	39.964	0.00259549	11.1281	54.5013	-97.75	0.236926	23.9954	140
DATA	1693893660	167120933	9494	0	""	2023-09-05	08:01:00	15357.638	444.87241	2136.437	39.6515	55.0034	34.9771	39.964	0.00259508	11.1286	54.5013	-124.5	0.236926	23.9958	 51
DATA	1693893661	167120933	9498	0	""	2023-09-05	08:01:01	15352.654	444.62848	2136.4221	39.6511	55.0034	34.9722	39.964	0.00260063	11.1285	54.5013	-91.5	0.236926	23.9954	 29
DATA	1693893662	167120933	9502	0	""	2023-09-05	08:01:02	15353.383	444.50732	2136.3433	39.6503	55.0034	34.9693	39.9638	0.0026011	11.1285	54.5013	-84.75	0.236349	23.9958	 78
DATA	1693893663	167120933	9506	0	""	2023-09-05	08:01:03	15354.165	444.39944	2136.5173	39.6499	55.0034	34.966	39.9619	0.00259794	11.1285	54.5011	-128.5	0.234812	23.9961	108
DATA	1693893664	167120933	9510	0	""	2023-09-05	08:01:04	15354.876	444.29187	2136.4009	39.6499	55.0034	34.9603	39.9613	0.00259803	11.1287	54.5007	-85.5	0.23462	23.9942	 48
DATA	1693893665	166769981	9514	0	""	2023-09-05	08:01:05	15354.871	444.86563	2136.4741	39.6499	55.0034	34.9587	39.9615	0.00259595	11.1284	54.5005	-59.75	0.23462	23.9942	146
DATA	1693893666	166769981	9518	0	""	2023-09-05	08:01:06	15354.915	444.33279	2136.3809	39.6495	55.0034	34.9562	39.9617	0.00260367	11.1282	54.5005	-95	0.23462	23.9942	231
DATA	1693893667	166769981	9522	0	""	2023-09-05	08:01:07	15356.612	444.22983	2136.3228	39.6495	55.0034	34.9546	39.9617	0.00260751	11.1283	54.5005	-77	0.23462	23.9942	219
DATA	1693893668	166769981	9526	0	""	2023-09-05	08:01:08	15361.393	444.2438	2136.3494	39.6482	55.0034	34.9509	39.9617	0.0026114	11.1281	54.5005	-149.5	0.23462	23.9946	 10
DATA	1693893669	166769981	9530	0	""	2023-09-05	08:01:09	15364.168	443.98685	2136.3572	39.6478	55.0034	34.9447	39.9617	0.00261003	11.1282	54.5011	-77	0.23462	23.9946	232
DATA	1693893670	166769981	9534	0	""	2023-09-05	08:01:10	15358.522	444.20389	2136.3186	39.6478	55.0034	34.9435	39.9617	0.00261164	11.1284	54.5013	-93	0.23462	23.9954	211
DATA	1693893671	166769981	9538	0	""	2023-09-05	08:01:11	15357.395	444.12775	2136.4199	39.6474	55.0034	34.9398	39.9615	0.00260888	11.1283	54.5013	-140	0.23462	23.9961	 25
DATA	1693893672	166424036	9542	0	""	2023-09-05	08:01:12	15355.707	444.13388	2136.2732	39.6482	55.0034	34.9357	39.9613	0.00261386	11.1285	54.5013	-130.75	0.23462	23.9961	129
DATA	1693893673	166424036	9546	0	""	2023-09-05	08:01:13	15354.638	444.13223	2136.2976	39.6478	55.0034	34.9308	39.9615	0.00261322	11.1285	54.5013	-119.5	0.23462	23.9958	 86
DATA	1693893674	166424036	9550	0	""	2023-09-05	08:01:14	15355.65	443.62393	2136.2217	39.647	55.0034	34.9251	39.9617	0.00262267	11.1282	54.5013	-74	0.23462	23.9958	 87
DATA	1693893675	166424036	9554	0	""	2023-09-05	08:01:15	15354.649	443.86942	2136.3313	39.6466	55.0034	34.923	39.9617	0.0026181	11.1286	54.5013	-105.75	0.23462	23.9958	 44
DATA	1693893676	166424036	9558	0	""	2023-09-05	08:01:16	15354.383	443.68817	2136.418	39.6466	55.0034	34.9206	39.9617	0.00262545	11.1284	54.5013	-85.75	0.23462	23.9961	 57
DATA	1693893677	166424036	9562	0	""	2023-09-05	08:01:17	15355.864	443.80222	2136.3516	39.6466	55.0038	34.9169	39.9617	0.00261621	11.128	54.5013	-105.75	0.23462	23.9965	 92
DATA	1693893678	166424036	9566	0	""	2023-09-05	08:01:18	15359.336	443.91302	2136.1345	39.6458	55.0038	34.9136	39.9617	0.00262139	11.1281	54.5013	-78.25	0.23462	23.9961	 96
DATA	1693893679	166424036	9570	0	""	2023-09-05	08:01:19	15365.21	443.89389	2136.1824	39.6454	55.0039	34.9111	39.9615	0.00262075	11.128	54.5013	-108	0.23462	23.9965	148
DATA	1693893680	166079998	9574	0	""	2023-09-05	08:01:20	15365.178	443.86847	2136.1333	39.6466	55.0039	34.907	39.9613	0.00262177	11.1277	54.5013	-80	0.234428	23.9965	230
DATA	1693893681	166079998	9578	0	""	2023-09-05	08:01:21	15365.003	443.77121	2136.1956	39.645	55.0041	34.9046	39.9594	0.002621	11.1285	54.5013	-111.75	0.231931	23.9965	 42
DATA	1693893682	166079998	9582	0	""	2023-09-05	08:01:22	15364.868	443.3562	2136.2378	39.645	55.0041	34.9013	39.9575	0.00262479	11.1281	54.5013	-160.25	0.230778	23.9969	121
DATA	1693893683	166079998	9586	0	""	2023-09-05	08:01:23	15364.557	443.71469	2136.062	39.6441	55.0041	34.8951	39.9575	0.00262531	11.1284	54.5013	-115	0.230778	23.9973	 17
DATA	1693893684	166079998	9590	0	""	2023-09-05	08:01:24	15363.554	443.78769	2136.156	39.6437	55.0041	34.8927	39.9579	0.00262612	11.1282	54.5011	-122.25	0.230778	23.9969	184
DATA	1693893685	166079998	9594	0	""	2023-09-05	08:01:25	15362.774	443.83472	2136.1504	39.645	55.0041	34.889	39.9579	0.00262943	11.1279	54.5009	-84.5	0.230778	23.9965	 49
DATA	1693893686	166079998	9598	0	""	2023-09-05	08:01:26	15364.571	443.18893	2136.1472	39.6433	55.0041	34.8865	39.9579	0.00263304	11.1282	54.5005	-86.5	0.230778	23.9958	146
DATA	1693893687	165738105	9602	0	""	2023-09-05	08:01:27	15365.862	443.1796	2136.1819	39.6433	55.0041	34.8833	39.9579	0.00262931	11.1282	54.5005	-120	0.230778	23.9958	  8
DATA	1693893688	165738105	9606	0	""	2023-09-05	08:01:28	15366.692	443.35504	2136.2463	39.6433	55.0041	34.8833	39.9575	0.00262503	11.1284	54.5005	-77	0.230778	23.9961	  4
DATA	1693893689	165738105	9610	0	""	2023-09-05	08:01:29	15365.331	443.70819	2136.2234	39.6437	55.0041	34.8788	39.9575	0.0026276	11.1282	54.5005	-114.25	0.230778	23.9958	157
DATA	1693893690	165738105	9614	0	""	2023-09-05	08:01:30	15363.94	443.43643	2136.1526	39.6429	55.0041	34.8767	39.9575	0.00262879	11.1284	54.5009	-90.5	0.230778	23.9954	 63
DATA	1693893691	165738105	9618	0	""	2023-09-05	08:01:31	15363.054	443.29251	2136.3223	39.6425	55.0041	34.8726	39.9579	0.00262789	11.1279	54.5013	-159.5	0.230778	23.9965	158
DATA	1693893692	165738105	9622	0	""	2023-09-05	08:01:32	15364.806	443.54163	2136.2407	39.6421	55.0041	34.8689	39.9579	0.00262867	11.1282	54.5013	-103.75	0.230778	23.9965	203
DATA	1693893693	165738105	9626	0	""	2023-09-05	08:01:33	15362.999	443.33673	2136.1812	39.6421	55.0041	34.8648	39.9579	0.00262324	11.1286	54.5013	-159.5	0.230778	23.9965	165
DATA	1693893694	165738105	9630	0	""	2023-09-05	08:01:34	15353.614	443.5174	2136.0713	39.6421	55.0041	34.8611	39.9579	0.00262762	11.1281	54.5013	-130.5	0.230778	23.9969	 76
DATA	1693893695	165395975	9634	0	""	2023-09-05	08:01:35	15347.152	443.38708	2136.0635	39.6421	55.0041	34.8566	39.9579	0.00262824	11.1281	54.5013	-132.25	0.230778	23.9969	216
DATA	1693893696	165395975	9638	0	""	2023-09-05	08:01:36	15345.103	443.67905	2136.2029	39.6421	55.0041	34.8538	39.9577	0.00262406	11.1284	54.5013	-66	0.230778	23.9969	 21
DATA	1693893697	165395975	9642	0	""	2023-09-05	08:01:37	15345.815	443.34528	2136.2146	39.6409	55.0041	34.8513	39.9577	0.00263162	11.128	54.5013	-130.5	0.230778	23.9969	109
DATA	1693893698	165395975	9646	0	""	2023-09-05	08:01:38	15345.881	443.44971	2136.1436	39.6409	55.0041	34.8476	39.9577	0.0026251	11.1285	54.5011	-80.25	0.230778	23.9969	135
DATA	1693893699	165395975	9650	0	""	2023-09-05	08:01:39	15343.426	443.44159	2136.0386	39.64	55.0041	34.8447	39.9577	0.00262865	11.1279	54.5011	-71.5	0.230778	23.9973	 28
DATA	1693893700	165395975	9654	0	""	2023-09-05	08:01:40	15342.009	443.29361	2136.062	39.64	55.0041	34.8406	39.9579	0.00262963	11.128	54.5007	-76	0.230778	23.9973	 51
DATA	1693893701	165395975	9658	0	""	2023-09-05	08:01:41	15344.183	443.46289	2136.145	39.6396	55.0041	34.8382	39.9579	0.00262971	11.1281	54.5005	-49.25	0.230778	23.9958	127
DATA	1693893702	165049076	9662	0	""	2023-09-05	08:01:42	15347.104	443.03687	2136.1465	39.6404	55.0041	34.837	39.9579	0.00263935	11.1285	54.5005	-104.25	0.230778	23.9961	135
DATA	1693893703	165049076	9666	0	""	2023-09-05	08:01:43	15350.273	443.2261	2136.2849	39.6388	55.0041	34.8333	39.9579	0.00263877	11.1281	54.5005	-119.75	0.230778	23.9961	158
DATA	1693893704	165049076	9670	0	""	2023-09-05	08:01:44	15352.118	443.05872	2136.2097	39.6392	55.0041	34.8283	39.9579	0.00264302	11.1284	54.5007	-124	0.230778	23.9961	 39
DATA	1693893705	165049076	9674	0	""	2023-09-05	08:01:45	15350.466	442.95807	2136.3169	39.6396	55.0041	34.8263	39.9575	0.00264228	11.1276	54.5009	-85.25	0.230778	23.9958	177
DATA	1693893706	165049076	9678	0	""	2023-09-05	08:01:46	15351.414	443.19653	2136.2454	39.6388	55.0041	34.8222	39.9579	0.0026303	11.1283	54.5013	-134.25	0.230778	23.9981	143
DATA	1693893707	165049076	9682	0	""	2023-09-05	08:01:47	15353.2	442.979	2136.2891	39.6392	55.0041	34.8206	39.9577	0.00263873	11.1281	54.5013	-88.25	0.230778	23.9973	221
DATA	1693893708	165049076	9686	0	""	2023-09-05	08:01:48	15350.222	443.31793	2136.2441	39.6388	55.0041	34.8169	39.9579	0.00263811	11.128	54.5013	-112	0.230778	23.9973	255
DATA	1693893709	165049076	9690	0	""	2023-09-05	08:01:49	15344.937	443.50247	2136.2637	39.6388	55.0041	34.8136	39.9579	0.00262773	11.1282	54.5013	-122.5	0.230778	23.9969	169
DATA	1693893710	164702892	9694	0	""	2023-09-05	08:01:50	15344.701	443.73608	2136.2	39.6396	55.0041	34.8091	39.9577	0.0026263	11.1281	54.5013	-50.5	0.230394	23.9973	130
DATA	1693893711	164702892	9698	0	""	2023-09-05	08:01:51	15352.47	443.76251	2136.1077	39.6392	55.0043	34.8083	39.9571	0.00262034	11.1278	54.5013	-60.5	0.23001	23.9973	227
DATA	1693893712	164702892	9702	0	""	2023-09-05	08:01:52	15365.172	443.93817	2136.0071	39.6388	55.0041	34.8054	39.9571	0.00262737	11.128	54.5013	-93.25	0.23001	23.9973	 22
DATA	1693893713	164702892	9706	0	""	2023-09-05	08:01:53	15367.075	443.80881	2136.0105	39.6392	55.0041	34.8021	39.9569	0.00262803	11.1283	54.5013	-117.25	0.23001	23.9973	113
DATA	1693893714	164702892	9710	0	""	2023-09-05	08:01:54	15368.41	443.79099	2136.314	39.6384	55.0041	34.7988	39.9567	0.00262423	11.1282	54.5007	-54.75	0.23001	23.9965	253
DATA	1693893715	164702892	9714	0	""	2023-09-05	08:01:55	15370.957	443.46707	2136.1145	39.6388	55.0041	34.7968	39.9567	0.00262325	11.1279	54.5011	-123	0.23001	23.9965	252
DATA	1693893716	164702892	9718	0	""	2023-09-05	08:01:56	15370.962	444.12653	2136.0491	39.6392	55.0041	34.7939	39.9565	0.00262664	11.1279	54.5005	-108.25	0.229433	23.9977	215
DATA	1693893717	164359092	9722	0	""	2023-09-05	08:01:57	15370.758	443.51474	2136.1536	39.638	55.0041	34.7906	39.9554	0.00262619	11.1278	54.5009	-100.25	0.228473	23.9973	154
DATA	1693893718	164359092	9726	0	""	2023-09-05	08:01:58	15367.575	443.68564	2136.1438	39.6384	55.0041	34.7874	39.9552	0.00262351	11.1278	54.5005	-104.25	0.228473	23.9981	218
DATA	1693893719	164359092	9730	0	""	2023-09-05	08:01:59	15366.414	443.4447	2136.1672	39.6384	55.0041	34.7841	39.9556	0.00262863	11.1279	54.5005	-154.25	0.228473	23.9969	166
DATA	1693893720	164359092	9734	0	""	2023-09-05	08:02:00	15365.097	443.08371	2136.0676	39.638	55.0041	34.7784	39.9556	0.0026323	11.1273	54.5005	-72.75	0.228473	23.9961	 43
DATA	1693893721	164359092	9738	0	""	2023-09-05	08:02:01	15363.041	442.95294	2136.1494	39.6372	55.0041	34.7779	39.9556	0.00262853	11.1279	54.5005	-11.25	0.228473	23.9965	153
DATA	1693893722	164359092	9742	0	""	2023-09-05	08:02:02	15362.878	443.4935	2136.0854	39.6368	55.0041	34.7759	39.9552	0.00262942	11.1281	54.5005	-156.5	0.228473	23.9961	106
DATA	1693893723	164359092	9746	0	""	2023-09-05	08:02:03	15364.244	443.58517	2136.1902	39.6372	55.0041	34.7697	39.9552	0.00263263	11.1283	54.5005	-62.5	0.228473	23.9961	 92
DATA	1693893724	164359092	9750	0	""	2023-09-05	08:02:04	15362.419	443.30865	2136.2314	39.6372	55.0043	34.7665	39.9552	0.00263804	11.1277	54.5007	-105	0.228473	23.9961	 35
DATA	1693893725	164015054	9754	0	""	2023-09-05	08:02:05	15359.762	443.35092	2136.2439	39.6376	55.0041	34.7644	39.9554	0.00263721	11.1281	54.5011	-72	0.228473	23.9965	244
DATA	1693893726	164015054	9758	0	""	2023-09-05	08:02:06	15363.216	443.32224	2136.2073	39.6368	55.0043	34.762	39.9556	0.00263458	11.1282	54.5013	-71.75	0.228473	23.9973	 84
DATA	1693893727	164015054	9762	0	""	2023-09-05	08:02:07	15367.344	443.44241	2136.1646	39.6363	55.0043	34.757	39.9556	0.0026381	11.1275	54.5013	-104.25	0.228473	23.9973	 79
DATA	1693893728	164015054	9766	0	""	2023-09-05	08:02:08	15368.949	443.49716	2136.1653	39.6363	55.0047	34.7534	39.9556	0.0026326	11.128	54.5013	-57.5	0.228473	23.9977	 19
DATA	1693893729	164015054	9770	0	""	2023-09-05	08:02:09	15366.622	443.20151	2136.1904	39.6368	55.0045	34.7493	39.9556	0.00264309	11.1277	54.5013	-118.25	0.228473	23.9981	188
DATA	1693893730	164015054	9774	0	""	2023-09-05	08:02:10	15364.971	442.91895	2136.1223	39.6359	55.0049	34.7476	39.9548	0.00264113	11.1281	54.5013	-43.5	0.227704	23.9977	 91
DATA	1693893731	164015054	9778	0	""	2023-09-05	08:02:11	15367.13	442.86154	2136.1533	39.6355	55.0049	34.7452	39.9531	0.00264921	11.128	54.5013	-190.25	0.226168	23.9981	 74
DATA	1693893732	163671016	9782	0	""	2023-09-05	08:02:12	15367.798	442.87814	2136.1858	39.6359	55.0041	34.7382	39.9529	0.00264724	11.1281	54.5013	-148.75	0.226168	23.9985	225
DATA	1693893733	163671016	9786	0	""	2023-09-05	08:02:13	15367.474	443.0242	2136.0691	39.6368	55.0043	34.7345	39.9529	0.00264641	11.1282	54.5013	-98.75	0.226168	23.9985	105
DATA	1693893734	163671016	9790	0	""	2023-09-05	08:02:14	15366.897	443.07764	2136.2195	39.6351	55.0045	34.7312	39.9531	0.00264591	11.1282	54.5013	-80.75	0.226168	23.9981	147
